0.43,-0.32435,0.86396,-0.32435,0.86396
0.86,3.6015,0.86396,3.9355,6.0025
1.29,3.6015,0.86396,3.9355,6.0025
1.72,3.6015,0.86396,4.2797,6.8648
2.15,3.6015,0.86396,3.9355,6.0025
2.58,3.6015,0.86396,4.2797,6.8648
3.01,3.6015,0.86396,4.2797,6.8648
3.44,3.6015,0.86396,4.1684,6.9243
3.87,3.6015,0.86396,4.1684,6.9243
4.3,3.6015,0.86396,4.1684,6.9243
4.73,3.6015,0.86396,4.3039,7.2365
5.16,3.6015,0.86396,4.1684,6.9243
5.59,3.6015,0.86396,4.1774,6.8852
6.02,3.6015,0.86396,4.1738,6.9824
6.45,3.6015,0.86396,3.6977,6.139
6.88,3.6015,0.86396,3.6977,6.139
7.31,3.6015,0.86396,4.1684,6.9243
7.74,3.6015,0.86396,3.6977,6.139
8.17,3.6015,0.86396,3.7263,6.1718
8.6,3.6015,0.86396,3.7263,6.1718
9.03,3.6015,0.86396,4.1437,6.6435
9.46,3.6015,0.86396,4.1462,6.6236
9.89,3.6015,0.86396,4.2797,6.8648
10.32,3.6015,0.86396,4.284,6.828
10.75,3.6015,0.86396,3.9739,6.5533
11.18,3.6015,0.86396,3.9902,6.5303
11.61,3.6015,0.86396,4.006,6.6103
12.04,3.6015,0.86396,3.8265,6.3235
12.47,3.6015,0.86396,3.6977,6.139
12.9,3.6015,0.86396,3.6977,6.139
13.33,3.6015,0.86396,3.6977,6.139
13.76,3.6015,0.86396,3.6977,6.139
14.19,3.6015,0.86396,3.7263,6.1718
14.62,3.6015,0.86396,3.6624,6.0487
15.05,3.6015,0.86396,3.6126,5.9993
15.48,3.6015,0.86396,3.6126,5.9993
15.91,3.6015,0.86396,3.5819,5.9399
16.34,3.6015,0.86396,4.08,6.4947
16.77,3.6015,0.86396,4.092,6.474
17.2,3.6015,0.86396,3.9355,6.0025
17.63,3.6015,0.86396,3.9739,6.5533
18.06,3.6015,0.86396,4.2797,6.8648
18.49,3.6015,0.86396,4.2797,6.8648
18.92,3.6015,0.86396,4.08,6.4947
19.35,3.6015,0.86396,3.9739,6.5533
19.78,3.6015,0.86396,3.8161,6.0711
20.21,3.6015,0.86396,3.8161,6.0711
20.64,3.6015,0.86396,3.8417,6.1058
21.07,3.6015,0.86396,4.08,6.4947
21.5,3.6015,0.86396,3.9739,6.5533
21.93,3.6015,0.86396,3.8161,6.0711
22.36,3.6015,0.86396,4.08,6.4947
22.79,3.6015,0.86396,4.08,6.4947
23.22,3.6015,0.86396,4.08,6.4947
23.65,3.6015,0.86396,4.08,6.4947
24.08,3.6015,0.86396,3.9739,6.5533
24.51,3.6015,0.86396,4.08,6.4947
24.94,3.6015,0.86396,4.08,6.4947
25.37,3.6015,0.86396,4.08,6.4947
25.8,3.6015,0.86396,4.2797,6.8648
26.23,3.6015,0.86396,4.08,6.4947
26.66,3.6015,0.86396,4.08,6.4947
27.09,3.6015,0.86396,4.08,6.4947
27.52,3.6015,0.86396,4.2797,6.8648
27.95,3.6015,0.86396,4.08,6.4947
28.38,3.6015,0.86396,4.08,6.4947
28.81,3.6015,0.86396,4.08,6.4947
29.24,3.6015,0.86396,4.092,6.474
29.67,3.6015,0.86396,4.08,6.4947
30.1,3.6015,0.86396,4.08,6.4947
30.53,3.6015,0.86396,3.9739,6.5533
30.96,3.6015,0.86396,3.9739,6.5533
31.39,3.6015,0.86396,4.08,6.4947
31.82,3.6015,0.86396,4.092,6.474
32.25,3.6015,0.86396,4.0512,6.4966
32.68,3.6015,0.86396,4.08,6.4947
33.11,3.6015,0.86396,4.2797,6.8648
33.54,3.6015,0.86396,4.284,6.828
33.97,3.6015,0.86396,4.2797,6.8648
34.4,3.6015,0.86396,4.284,6.828
34.83,3.6015,0.86396,4.08,6.4947
35.26,3.6015,0.86396,4.08,6.4947
35.69,3.6015,0.86396,4.08,6.4947
36.12,3.6015,0.86396,4.092,6.474
36.55,3.6015,0.86396,4.0352,6.4177
36.98,3.6015,0.86396,4.0352,6.4177
37.41,3.6015,0.86396,3.9993,6.3511
37.84,3.6015,0.86396,4.08,6.4947
38.27,3.6015,0.86396,4.092,6.474
38.7,3.6015,0.86396,4.08,6.4947
39.13,3.6015,0.86396,4.092,6.474
39.56,3.6015,0.86396,4.0716,6.4853
39.99,3.6015,0.86396,4.0716,6.4853
40.42,3.6015,0.86396,4.0716,6.4853
40.85,3.6015,0.86396,4.0716,6.4853
41.28,3.6015,0.86396,4.0716,6.4853
41.71,3.6015,0.86396,4.0716,6.4853
42.14,3.6015,0.86396,4.08,6.4947
42.57,3.6015,0.86396,4.092,6.474
43,3.6015,0.86396,4.0716,6.4853
43.43,3.6015,0.86396,4.0716,6.4853
43.86,3.6015,0.86396,3.9739,6.5533
44.29,3.6015,0.86396,4.2797,6.8648
44.72,3.6015,0.86396,4.284,6.828
45.15,3.6015,0.86396,3.8161,6.0711
45.58,3.6015,0.86396,3.8417,6.1058
46.01,3.6015,0.86396,3.7759,5.9831
46.44,3.6015,0.86396,3.7307,5.853
46.87,3.6015,0.86396,3.6683,5.7373
47.3,3.6015,0.86396,3.6077,5.6248
47.73,3.7402,0.7564,3.5487,5.5154
48.16,3.7371,0.75454,3.6977,6.139
48.59,3.7371,0.75454,3.6977,6.139
49.02,3.7402,0.7564,3.6977,6.139
49.45,3.7402,0.7564,3.6977,6.139
49.88,0,0,0,0
50.31,0,0,0,0
50.74,0,0,0,0
51.17,0,0,0,0
51.6,0,0,0,0
52.03,0,0,0,0
52.46,0,0,0,0
52.89,0,0,0,0
53.32,0,0,0,0
53.75,0,0,0,0
54.18,0,0,0,0
54.61,0,0,0,0
55.04,0,0,0,0
55.47,0,0,0,0
55.9,0,0,0,0
56.33,0,0,0,0
56.76,0,0,0,0
57.19,0,0,0,0
57.62,0,0,0,0
58.05,0,0,0,0
58.48,3.0928,4.0676,5.9939,3.3681
58.91,3.0928,4.0676,5.9939,3.3681
59.34,3.0928,4.0676,5.9939,3.3681
59.77,3.0928,4.0676,5.9939,3.3681
60.2,3.0928,4.0676,5.9939,3.3681
60.63,3.1817,3.7979,5.9962,3.3769
61.06,3.2034,3.8186,6.0442,3.418
61.49,3.488,4.0083,6.093,3.4597
61.92,3.3039,3.7796,6.1424,3.5019
62.35,3.3145,3.7944,6.1217,3.5147
62.78,3.2831,3.5031,6.1717,3.5577
63.21,4.0151,4.6036,6.2224,3.6013
63.64,4.124,4.5356,6.2739,3.6455
64.07,4.0274,4.3737,6.2739,3.6455
64.5,3.4098,3.4165,6.3261,3.6904
64.93,3.4098,3.4165,6.3792,3.736
65.36,3.4098,3.4165,6.3575,3.7491
65.79,3.2305,3.1385,6.4111,3.7955
66.22,3.2305,3.1385,6.0399,3.7904
66.65,3.4098,3.4165,6.0413,3.7871
67.08,3.2305,3.1385,6.0399,3.7904
67.51,3.2305,3.1385,6.0413,3.7871
67.94,3.2305,3.1385,6.0204,3.7998
68.37,3.2305,3.1385,6.0204,3.7998
68.8,3.2305,3.1385,6.0204,3.7998
69.23,3.2305,3.1385,6.0492,3.8583
69.66,3.2305,3.1385,6.0492,3.8583
70.09,3.4098,3.4165,6.0399,3.7904
70.52,3.2305,3.1385,6.0399,3.7904
70.95,3.2176,3.1464,6.0413,3.7871
71.38,3.2305,3.1385,6.0413,3.7871
71.81,3.2305,3.1385,6.0413,3.7871
72.24,3.2305,3.1385,6.0413,3.7871
72.67,3.4098,3.4165,6.0413,3.7871
73.1,3.2176,3.1464,6.0413,3.7871
73.53,3.2305,3.1385,6.0413,3.7871
73.96,3.4098,3.4165,6.0413,3.7871
74.39,3.2305,3.1385,6.0413,3.7871
74.82,3.4098,3.4165,6.0399,3.7904
75.25,3.4098,3.4165,6.2619,3.9792
75.68,3.2305,3.1385,6.2681,3.9606
76.11,3.4098,3.4165,6.2463,3.9737
76.54,3.2305,3.1385,6.2995,4.0221
76.97,3.2305,3.1385,6.3535,4.0713
77.4,3.4098,3.4165,6.4084,4.1212
77.83,3.4098,3.4165,6.4642,4.172
78.26,3.4098,3.4165,6.5783,4.2759
78.69,3.2176,3.1464,6.6368,4.3291
79.12,3.2176,3.1464,6.6962,4.3832
79.55,3.2305,3.1385,6.7565,4.4381
79.98,3.2176,3.1464,6.8179,4.494
80.41,3.2176,3.1464,6.8803,4.5508
80.84,3.2305,3.1385,6.9437,4.6085
81.27,3.2176,3.1464,7.0083,4.6672
81.7,3.2305,3.1385,7.0739,4.7269
82.13,3.2176,3.1464,7.1406,4.7877
82.56,3.3513,3.3867,7.2085,4.8495
82.99,3.2176,3.1464,7.2776,4.9124
83.42,3.2176,3.1464,7.4195,5.0415
83.85,3.3484,3.3011,0,0
84.28,3.2176,3.1464,0,0
84.71,3.2305,3.1385,0,0
85.14,3.2305,3.1385,0,0
85.57,3.2305,3.1385,0,0
86,3.2305,3.1385,0,0
86.43,3.4098,3.4165,0,0
86.86,3.2305,3.1385,0,0
87.29,3.2305,3.1385,0,0
87.72,3.2305,3.1385,0,0
88.15,3.2305,3.1385,0,0
88.58,3.4098,3.4165,0,0
89.01,3.2305,3.1385,0,0
89.44,3.4098,3.4165,0,0
89.87,3.4098,3.4165,0,0
90.3,3.2305,3.1385,0,0
90.73,3.4098,3.4165,0,0
91.16,3.2305,3.1385,0,0
91.59,3.4098,3.4165,0,0
92.02,3.2305,3.1385,0,0
92.45,3.4098,3.4165,5.9107,3.8691
92.88,3.4098,3.4165,5.9107,3.8691
93.31,3.4098,3.4165,5.9107,3.8691
93.74,3.4098,3.4165,5.9107,3.8691
94.17,3.2305,3.1385,4.9335,3.0943
94.6,3.2305,3.1385,4.9453,3.0907
95.03,3.3484,3.3011,5.9107,3.8691
95.46,3.3484,3.3011,5.9161,3.8634
95.89,3.3484,3.3011,5.9107,3.8691
96.32,3.3484,3.3011,5.7827,3.947
96.75,3.4575,3.3138,5.7827,3.947
97.18,3.2305,3.1385,5.6566,3.8103
97.61,3.5378,3.329,4.9179,3.0653
98.04,3.8293,3.821,4.9179,3.0653
98.47,3.4098,3.4165,5.7827,3.947
98.9,3.4098,3.4165,5.7919,3.939
99.33,3.4098,3.4165,4.7815,3.1552
99.76,3.2176,3.1464,5.0743,3.4471
100.19,3.2305,3.1385,5.0743,3.4471
100.62,3.4098,3.4165,5.0743,3.4471
101.05,3.2305,3.1385,5.0743,3.4471
101.48,3.4098,3.4165,5.0616,3.437
101.91,3.2176,3.1464,5.0435,3.4487
102.34,3.2176,3.1464,5.0435,3.4487
102.77,3.4098,3.4165,5.0743,3.4471
103.2,3.4098,3.4165,5.209,3.3606
103.63,3.2176,3.1464,5.2074,3.3433
104.06,3.2305,3.1385,5.1891,3.3551
104.49,3.4098,3.4165,5.2258,3.3315
104.92,3.4098,3.4165,4.9179,3.0653
105.35,3.4098,3.4165,4.9179,3.0653
105.78,3.4098,3.4165,4.9627,3.0793
106.21,3.2176,3.1464,4.8569,2.9779
106.64,3.4098,3.4165,4.8226,2.945
107.07,3.2305,3.1385,5.209,3.3606
107.5,3.2176,3.1464,5.209,3.3606
107.93,3.4098,3.4165,5.7827,3.947
108.36,3.2176,3.1464,6.1674,4.4091
108.79,3.227,3.1438,5.0743,3.4471
109.22,3.2343,3.183,4.9409,3.5328
109.65,3.2133,3.1534,4.9409,3.5328
110.08,3.1925,3.1241,5.2568,4.0567
110.51,3.1925,3.1241,5.126,4.1373
110.94,3.1719,3.0951,4.6778,3.7017
111.37,3.1516,3.0665,4.6684,3.6898
111.8,3.1314,3.0381,4.7409,3.1093
112.23,3.0982,3.0195,3.7692,1.9144
112.66,3.0982,3.0195,3.8391,1.9263
113.09,3.0786,2.9917,3.9655,1.8342
113.52,3.0591,2.9642,3.6307,1.5067
113.95,3.0399,2.937,3.3285,1.0757
114.38,4.1437,4.5101,3.4643,0.9704
114.81,4.5559,5.1528,3.468,0.96336
115.24,4.3516,5.0951,3.3005,0.74765
115.67,4.1218,4.7561,3.2246,0.56282
116.1,4.1976,5.3649,3.5567,0.90231
116.53,4.2319,5.4049,3.5459,0.90289
116.96,3.9733,5.3216,3.547,0.81862
117.39,3.8495,5.3957,3.5551,0.75772
117.82,4.8588,7.0482,3.581,0.71046
118.25,3.8486,5.5716,3.5778,0.65939
118.68,3.5301,5.1208,4.2417,1.2794
119.11,3.7269,5.4691,4.2438,1.2601
119.54,3.5301,5.1208,4.3428,1.3323
119.97,3.5301,5.1208,4.4861,1.4167
120.4,3.5301,5.1208,4.6371,1.5056
120.83,3.5301,5.1208,4.7965,1.5994
121.26,3.6208,5.7064,4.9803,1.6878
121.69,3.6208,5.7064,5.1593,1.7925
122.12,3.485,5.6139,5.3491,1.9036
122.55,3.485,5.6139,5.5507,2.0217
122.98,3.485,5.6139,5.4757,1.9421
123.41,3.485,5.6139,5.4717,1.9201
123.84,3.6208,5.7064,5.6235,2.0251
124.27,3.485,5.6139,5.7601,2.0954
124.7,3.4579,5.4302,5.9021,2.1685
125.13,3.485,5.6139,6.0942,2.2747
125.56,3.485,5.6139,6.25,2.355
125.99,3.6208,5.7064,6.4615,2.4718
126.42,3.6208,5.7064,3.6015,0.86396
126.85,3.485,5.6139,3.4643,0.9704
127.28,3.485,5.6139,5.096,2.4436
127.71,3.6208,5.7064,3.7196,1.2376
128.14,3.4579,5.4302,5.096,2.4436
128.57,3.6208,5.7064,3.3285,1.0757
129,3.6208,5.7064,3.3285,1.0757
